"GeneID","GO_Terms","X1S","X10S","X11S","X13S","X14S","X15S","X2S","X20S","X21S","X23S","X26S","X3S","X5S","X6S","X7S","X1P1","X10P1","X11P1","X13P1","X14P1","X15P1","X2P1","X20P1","X21P1","X23P1","X26P1","X3P1","X5P1","X6P1","X7P1","X1P2","X10P2","X11P2","X13P2","X14P2","X15P2","X2P2","X20P2","X21P2","X23P2","X26P2","X3P2","X5P2","X6P2","X7P2","pval.P1vsP2","padj.P1vsP2","pval.P1vsS","padj.P1vsS","pval.P2vsS","padj.P2vsS","GeneName"
"ENSAPEG00000000395","GO:0016020;GO:0004867;GO:0008544;GO:0030199;GO:0030593;GO:0060429;GO:0005515;GO:0030414;GO:0002009;GO:0008283;GO:0050727",7.970699639,8.181127885,7.861577062,7.533970816,8.033345906,8.102719276,7.808691896,7.331858269,7.427659556,7.5588758,7.638138641,8.403646709,7.522203443,7.773511774,7.776580777,7.800868152,7.910136687,7.774354706,7.820152723,7.784998578,7.862402853,7.704844158,7.676617601,7.777635382,7.666795376,7.664713511,7.627076108,7.773983806,7.448684661,7.710301393,8.185488012,8.091151545,7.546805255,7.591949564,7.664094814,7.780932377,7.78180647,7.595201879,7.742669906,7.552693861,7.828222282,7.802304375,7.870832793,7.675771705,7.97239708,0.643163822,0.940459297,0.352608075,0.729822541,0.64152366,1,"spint1a"
"ENSAPEG00000000419","GO:0016020;GO:0016740;GO:0005794;GO:0008376;GO:0003007;GO:0008593;GO:0033339;GO:0050650;GO:0060041;GO:0060042;GO:0060536;GO:0060876;GO:0032580;GO:0016758",5.370641366,5.597320819,5.325642785,5.37419685,5.700827616,5.437572608,5.438595002,5.170927802,5.22611528,5.329058212,5.343342663,5.854849386,5.249609134,5.101956865,5.451715541,5.254426109,5.552154997,5.099787176,5.145426735,5.615246456,5.83358369,5.290698027,5.306623099,5.351114152,5.248172071,5.353815827,5.433467011,5.313075586,5.470881914,5.371783165,5.671090855,5.476707005,5.095651677,5.176047035,5.109791691,5.226126284,5.105124679,4.975095092,5.392033321,4.664922903,5.301523235,5.323939337,5.276880479,5.212531057,5.469957964,0.081968454,0.517928141,0.856754553,0.965910492,0.047100876,1,"chsy1"
"ENSAPEG00000000556","GO:0046872;GO:0006355;GO:0048644;GO:0055008",4.331356996,3.833740001,4.444810479,4.149766857,4.035212471,3.923557263,3.927033074,4.389988034,4.371141578,4.088633123,4.028677534,3.816207188,3.833769928,4.293181003,4.044892666,4.100731158,3.953425862,4.070110568,3.932613573,4.273569107,4.14248153,3.822043044,4.338262076,4.374707809,4.639489357,4.052062445,4.033564368,3.999289102,4.299742471,3.94049082,4.131219262,4.018214237,4.447891602,4.265625329,4.069476475,3.819210236,4.18855067,3.958986568,4.164024922,4.393938795,4.019744335,4.10290043,3.959703307,3.968191166,4.013016583,0.843128974,0.979556374,0.789559218,0.942211565,0.945353435,1,"dpf3"
"ENSAPEG00000000580","GO:0046872;GO:0005509;GO:0033275;GO:0060415;GO:0007519",13.31626043,13.2038808,13.59349393,13.21165475,12.8781296,13.0496455,13.53899715,13.44786122,13.60346624,13.40684206,13.44268439,13.2663959,13.5531507,13.3162295,13.45940557,13.66606774,13.69145035,13.65660071,13.68624662,13.09347461,13.44882341,13.83265383,13.61886933,13.60131423,13.90626326,13.67078916,13.55599489,13.74157307,14.05127596,13.36115082,12.90138053,13.07237191,13.56698836,13.40757814,13.066996,13.39067219,13.19065285,13.20125266,13.53045043,13.28966856,13.32659211,13.22472978,13.66078279,13.50761067,13.48483258,6.42e-05,0.022987075,0.000248843,0.01878331,0.6956411,1,"mylpfa"
"ENSAPEG00000000596","GO:0006355;GO:0005634;GO:0003677;GO:0006357;GO:0007389;GO:0009953;GO:0036342;GO:0042661;GO:0000981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eve1"
"ENSAPEG00000000642","GO:0005525;GO:0046872;GO:0005737;GO:0000166;GO:0000287;GO:0004019;GO:0016874;GO:0006164;GO:0006167;GO:0044208;GO:0046716;GO:0048741",6.223241919,6.94437396,7.501514997,6.717398678,6.777199299,6.449252684,7.013585961,7.042767518,6.811942453,7.081464864,7.048980356,6.93378858,7.008763535,6.923381804,7.095748092,7.015898813,6.913971643,7.139930991,6.524752751,6.851088773,6.310116706,7.135753237,6.926357562,7.134939643,7.225829381,7.142302312,7.197323886,7.293532086,7.138455847,6.779271492,6.60107774,6.892627658,7.255754487,6.820810712,6.696876209,6.576685654,6.895553482,7.169497671,6.88087465,6.851551036,7.20753699,6.90728834,7.03463442,6.877220806,6.439292916,0.288260174,0.798097298,0.40122207,0.761228233,0.810567402,1,"adss1"
"ENSAPEG00000000716","GO:0046872;GO:0005737;GO:0005085;GO:0007030;GO:0007160;GO:0060415;GO:0048468",3.076701521,2.614248018,2.987935783,2.742557637,2.814228672,3.092302668,3.025607187,2.860798862,2.642774176,2.548682505,2.532718651,3.11241531,2.924133626,2.808224826,2.919514654,2.801812254,3.000710602,2.938094318,2.760183951,2.878382433,2.711549229,2.628787991,2.726120721,2.847145516,2.863607975,2.784953711,2.803541178,2.886219624,2.908844781,2.91924477,2.890061335,2.527330155,2.677893832,2.941852071,2.938401867,2.668843019,3.111837182,2.768262237,2.870979155,2.611992496,3.049035083,2.741488304,3.213164303,2.607043981,3.057331501,0.791734807,0.971830463,0.88732567,0.973271351,0.895518526,1,"ARHGEF28"
"ENSAPEG00000000769","GO:0006355;GO:0005634;GO:0003677;GO:0006357;GO:0055001;GO:0060828;GO:0000981;GO:0000578;GO:0042692;GO:0048920;GO:0048922;GO:1904105;GO:2000052",1.554675551,1.908285462,1.918671813,1.860963627,1.719601432,1.671430964,1.731172838,1.867593048,1.569074367,1.789675643,1.845810811,1.777030465,1.881397954,2.038395342,1.742062628,1.589959774,1.97545887,1.654840442,1.67767321,1.767281423,1.746457299,1.907996979,1.794553468,1.825150711,1.691210643,1.836218438,1.756816043,1.943929728,1.453249316,1.968238435,1.630792821,1.534456063,1.860089775,1.955473462,1.569792118,1.614025708,1.62375118,1.88332209,1.841400238,1.987376145,1.80046922,2.031762826,1.561456244,1.633897449,1.436632177,0.964355908,0.995803944,0.529289951,0.834161629,0.48833163,1,"lbx2"
"ENSAPEG00000000959","GO:0005576;GO:0009953;GO:0005515",0.519917977,0.508307999,0.483075005,1.029336477,0.608757071,0.346686056,0.390307288,0.733909078,0.365613928,0.55634471,0.636907643,0.404754145,0.532738754,0.606475479,0.512222973,0.413890624,0.40826209,0.397126817,0.645957143,0.484034468,0.514316333,0.664692096,0.879613923,0.91416638,0.766746012,0.624784467,0.737784389,0.400307227,0.854435117,0.64817641,0.388385854,0.506829715,0.556401638,0.366471612,0.568226342,0.42400333,0.500277146,0.470060984,0.766868206,0.460531982,0.498371462,0.401453265,0.401775171,0.389518962,0.828873353,0.077304416,NA,0.327167028,NA,0.402598109,1,"chrdl2"
"ENSAPEG00000001125","GO:0005829;GO:0006486;GO:0003824;GO:0008299;GO:0070567;GO:0035269;GO:0048854;GO:0060049;GO:0047349;GO:0055001",-0.535577846,-0.539774043,-0.332083713,-0.289145855,-0.542249991,-0.466008072,-0.30709431,-0.555866084,-0.553704254,-0.556906147,-0.455945992,-0.53238157,-0.530969889,-0.542881347,-0.53835671,-0.269668396,-0.278670659,-0.536527555,-0.283318174,-0.436007712,-0.414382802,-0.393365461,-0.544307978,-0.442049185,-0.398202264,-0.41484691,-0.410870787,-0.534798039,-0.532505042,-0.402223281,-0.541285685,-0.540309819,-0.452149035,-0.344221634,-0.553558421,-0.383227138,-0.314147504,-0.445994423,-0.437435886,-0.557227625,-0.543381361,-0.40761044,-0.288989702,-0.540668523,-0.413856257,0.519731249,NA,0.118590058,NA,0.346488227,1,"crppa"
"ENSAPEG00000001244","GO:0005198;GO:0015031;GO:0001889;GO:0007029;GO:0010842;GO:0036372;GO:0042462;GO:0051216;GO:0055123;GO:0070278;GO:0070971;GO:0005764;GO:0005765;GO:0005515",6.090026672,6.241332805,5.969676465,6.339551974,6.1572446,6.16054391,5.774035914,5.944238287,6.018206877,6.119511594,5.902418938,6.055824406,5.865351254,6.230223983,5.895051915,6.11735499,6.041300541,5.928396052,5.993984299,6.243422865,6.166399304,5.877287322,6.345715445,6.330841678,5.932979911,5.816814659,5.610057254,6.14928537,5.968077539,6.352273929,6.212614071,6.193785309,5.98304909,6.003505117,5.985883842,5.973969012,5.973131105,6.116778581,6.309881853,6.052510771,6.173131079,5.919334907,6.302229017,5.995345743,6.383035076,0.489649978,0.900491245,0.919117625,0.981398232,0.412453167,1,"sec13"
"ENSAPEG00000001801","GO:0003700;GO:0006355;GO:0005634;GO:0003677;GO:0006357;GO:0001501;GO:0007422;GO:0014032;GO:0014036;GO:0030182;GO:0030318;GO:0030902;GO:0043049;GO:0043473;GO:0048701;GO:0050935;GO:0051216;GO:0060041;GO:0060788;GO:0071599;GO:0071696;GO:0071698;GO:0035778;GO:0000981",6.779126644,7.035986715,7.297975395,7.431550176,7.614178849,7.150908335,7.057997192,7.025259246,7.220848087,7.15368803,7.278711984,7.333336665,6.910859087,6.919710929,6.998678072,6.860180849,7.172789641,7.303275554,7.325789344,7.439301266,7.240985156,6.979741566,7.038497653,7.134161222,7.151285389,7.303137878,6.961079716,7.017001648,7.06265133,7.038365044,7.385090592,7.193767585,7.266716636,7.224780418,7.298586016,7.236111156,7.262793459,6.934988807,7.391407768,7.0840123,7.261238924,7.130771021,7.084656923,7.152143347,7.027043834,0.487052975,0.898755757,0.813590186,0.951125443,0.6341879,1,"tfap2a"
"ENSAPEG00000001955","GO:0007519;GO:0048738;GO:0005515",6.897616398,6.798088272,7.10252301,7.467764385,7.021164787,7.100660006,7.004219451,7.408666864,7.581168534,7.716761695,7.392013146,6.656994202,7.007485405,6.953569305,7.194187294,7.217999498,7.270717423,7.392049592,7.269141715,7.146817126,7.055491987,7.470341368,7.567638595,7.4736103,7.694397722,7.444202097,7.321682527,7.439981711,7.645414994,7.333684614,7.039758076,6.630229812,7.764298893,7.385075994,7.322345886,7.131924316,6.981355937,7.398133048,7.405259161,7.241339748,7.137645233,6.884787585,7.365590899,7.004077453,7.018835258,0.091880089,0.540706882,0.056508346,0.326648188,0.840554954,1,"SYNPO2L"
"ENSAPEG00000002053","GO:0016020;GO:0046872;GO:0005737;GO:0005829;GO:0008270;GO:0015031;GO:0006886;GO:0005783;GO:0005789;GO:0006888;GO:0090114;GO:0030127;GO:0016192;GO:0031410;GO:0012507;GO:0035138;GO:0048702;GO:0051216;GO:0006605",7.29263578,7.215905128,7.409715089,7.125381342,7.139806875,6.984095245,7.367019785,6.999913474,7.116697995,7.320283848,7.198099719,7.343524908,7.321512463,7.622994754,7.343183165,7.474911898,7.471826801,7.179153688,7.405673897,7.046034763,7.332738847,7.632644212,7.161107852,7.125581011,7.3305428,7.274906171,7.040385602,7.557720799,7.267491183,7.160397375,7.108476634,7.17755902,7.302270331,7.187152357,7.175507405,6.961567945,7.488997103,7.177745696,7.115933951,6.980887535,7.224544873,7.292645432,7.562882522,7.466425326,7.351009429,0.627358773,0.937009888,0.685029338,0.903786723,0.930368037,1,"sec23a"
"ENSAPEG00000002075","GO:0005576;GO:0016055;GO:0005102;GO:0001503;GO:0001958;GO:0048701;GO:0048702;GO:0051216;GO:0060037;GO:0060218;GO:0060536;GO:0007275;GO:0048513",0.068764738,0.055614623,0.027167906,0.182499873,-0.178170299,-0.018721881,0.054163295,-0.195326385,-0.192604537,0.002875335,-0.199075598,-0.039243255,0.194978826,-0.178966558,-0.173258194,-0.159444244,0.084901328,0.065779135,-0.165306721,-0.075217341,-0.172302822,-0.027188367,-0.065741216,-0.19008413,-0.161991136,-0.172599619,-0.170058684,0.071220489,-0.03951947,-0.164546985,-0.176953961,-0.175722835,0.092951298,-0.085371139,0.105757712,-0.152514628,-0.06216305,-0.192633118,-0.076823456,-0.094100641,0.044391285,0.283861339,-0.042860688,-0.176175391,-0.171966163,0.327575345,NA,0.140695376,NA,0.617920779,1,"wnt9a"
"ENSAPEG00000002354","GO:0016020;GO:0005886;GO:0000132;GO:0000902;GO:0001654;GO:0001736;GO:0001756;GO:0001764;GO:0001839;GO:0001841;GO:0003401;GO:0007015;GO:0007163;GO:0014812;GO:0021535;GO:0021915;GO:0030010;GO:0030198;GO:0030903;GO:0033564;GO:0035844;GO:0035845;GO:0036342;GO:0042074;GO:0044782;GO:0045813;GO:0048048;GO:0048570;GO:0048840;GO:0055002;GO:0060026;GO:0060027;GO:0060028;GO:0060030;GO:0060071;GO:0060271;GO:0060972;GO:0071679;GO:0090090;GO:0097475;GO:0007275;GO:0048884",-0.766897293,-0.770411427,-0.56295824,-0.765620047,-0.654574854,-0.790659869,-0.650923683,-0.58151586,-0.782053072,-0.784723187,-0.786338661,-0.764160428,-0.762277158,-0.655719569,-0.647497815,-0.757484053,-0.633072757,-0.528998668,-0.76373344,-0.666069244,-0.768591001,-0.756920748,-0.774204739,-0.780382965,-0.631159675,-0.646546938,-0.527047986,-0.64100062,-0.517833338,-0.762931841,-0.542088191,-0.651052038,-0.784709792,-0.78166253,-0.575336489,-0.749878997,-0.772850222,-0.675265685,-0.778409949,-0.784991148,-0.656625581,-0.765721835,-0.639539944,-0.651703928,-0.645631862,0.390674733,NA,0.231512226,NA,0.735829551,1,"vangl2"
"ENSAPEG00000002453","GO:0016020;GO:0021592;GO:0021670;GO:0021678;GO:0048565;GO:0048592;GO:0048794;GO:0051216",-0.775267795,-0.435747584,-0.673285387,-0.414817391,-0.549156639,-0.700691038,-0.43743712,-0.792764855,-0.790897967,-0.793663205,-0.795337935,-0.772306098,-0.770397474,-0.662163837,-0.777661019,-0.765539841,-0.769727736,-0.776085576,-0.771873361,-0.786500191,-0.777009049,-0.764968951,-0.664778352,-0.789170139,-0.637377158,-0.777211571,-0.775478303,-0.647294653,-0.772472399,-0.771060971,-0.780184755,-0.657444017,-0.793649324,-0.790493805,-0.681669309,-0.369459816,-0.661810131,-0.681976127,-0.568574765,-0.793940905,-0.663080501,-0.646144529,-0.645821408,-0.779652878,-0.776779346,0.144631959,NA,0.087296909,NA,0.809880955,1,"fgfrl1a"
"ENSAPEG00000002486","GO:0005634;GO:0005730;GO:0015030;GO:0007517",5.666853597,5.906663054,5.592465593,5.796490222,6.415069733,6.33561129,5.914250637,6.097176044,6.040672864,6.057431439,6.130412954,5.656872529,5.948395397,5.972214008,5.932516956,5.745817454,6.306694362,6.133406653,5.999163508,6.178976533,6.61286747,5.705870896,6.069043885,6.224886035,6.031473582,6.267129208,5.85882852,5.998314322,5.990802653,5.882847071,6.138306998,6.004829809,6.036761266,5.980100662,6.199989741,6.142005162,6.072784271,6.02903006,6.132241347,6.122009097,6.137060295,5.942315765,6.181731636,6.041560318,6.074924449,0.781130773,0.968207799,0.171180656,0.548735173,0.266423234,1,"frg1"
"ENSAPEG00000002507","GO:0007626;GO:0043009;GO:0048741;GO:0005515",1.833523916,1.975042073,1.567898176,1.843718502,1.789432155,1.649609711,1.612682782,1.440284516,1.543730314,1.435764964,1.517646669,2.467788811,1.549403022,1.599054645,1.404027673,1.565215554,1.432196926,1.410554986,2.340651374,1.906816556,1.820074037,1.987189503,1.860222625,1.643660277,1.775159641,2.069186438,2.162117044,1.640950069,1.652955628,1.4286763,1.607278089,1.802170244,1.613765759,1.634805049,1.716265944,2.586909414,1.49772756,1.793725771,1.565958481,1.841703017,1.386121972,2.100328521,1.535962497,1.968050533,1.72775812,0.724895776,0.958285777,0.363757275,0.738044183,0.568884134,1,"ambra1b"
"ENSAPEG00000002615","GO:0005634;GO:0003676;GO:0003723;GO:0006397;GO:0008380;GO:0007409;GO:0007519;GO:0007528;GO:0007626;GO:0048514;GO:0048675;GO:0043484",6.027980032,6.13316067,5.993407828,6.21197428,6.403015934,6.124606754,6.386982191,6.381102663,6.113723319,6.044707606,6.052969848,6.355919904,6.256460782,6.336591605,6.187344166,6.231993157,6.624419821,6.059099062,6.321421657,6.656133836,6.653699715,6.378684314,6.077395236,6.245986881,5.836889106,6.387443879,6.64125421,6.469957326,6.549858961,5.733872841,6.297934141,6.492592569,6.160522191,6.413740059,6.545156097,6.273309951,6.210920976,6.267991891,6.248123821,5.98238043,6.16020124,5.967639982,6.106093493,6.197663556,6.135554541,0.152197761,0.652767077,0.056729223,0.327576398,0.642782841,1,"tardbpb"
"ENSAPEG00000002769","GO:0003676;GO:0003723;GO:0005730;GO:0001947;GO:0006364;GO:0009303;GO:0001503;GO:0040036;GO:0061035",9.026514093,8.911349913,8.972284927,8.991350084,8.794131343,8.998591076,8.673888064,8.841952638,8.958534245,8.811106688,8.866465065,8.712245097,8.905457665,8.806053922,8.947170218,8.92091072,8.678560506,8.738799378,8.754024713,8.970829347,8.932471443,8.65564778,8.77495026,8.787216539,8.694034784,8.771653076,8.838419519,8.920438368,8.792650331,8.823035034,8.836357194,8.96306711,8.813117303,8.848118007,8.899861316,8.991971103,8.695565508,8.786225274,8.803426299,8.826488704,8.654551673,8.850282309,8.710702998,8.726377005,8.953368651,0.481826434,0.897384011,0.040784869,0.276784903,0.175450169,1,"ncl"
"ENSAPEG00000002950","GO:0046872;GO:0016787;GO:0008270;GO:0006508;GO:0005509;GO:0008233;GO:0004222;GO:0008237;GO:0001568;GO:0001707;GO:0001885;GO:0009953;GO:0030513;GO:0035124;GO:0035162;GO:0036342;GO:0048264",-1.960997382,-1.963803141,-1.903025336,-1.959966271,-1.965439088,-1.979506812,-1.964111506,-1.974266894,-1.972877787,-1.908142916,-1.976177742,-1.892035399,-1.957857697,-1.965854231,-1.962860457,-1.955391001,-1.890726112,-1.961636445,-1.95860715,-1.902798132,-1.895563527,-1.955101104,-1.966789558,-1.971589048,-1.956797787,-1.962512188,-1.961162138,-1.96047072,-1.95891134,-1.95819462,-1.964803483,-1.964158272,-1.974924099,-1.972576636,-1.905992487,-1.951477177,-1.965727482,-1.972892386,-1.970062793,-1.97514066,-1.966182472,-1.960048688,-1.959929949,-1.964395675,-1.895385087,0.853347271,NA,0.913999354,NA,0.93626863,1,"tll1"
"ENSAPEG00000003198","GO:0016020;GO:0005737;GO:0005516;GO:0003407;GO:0007417;GO:0051216;GO:0072554",8.836610976,8.482837036,8.312031231,8.472080106,8.295747699,8.71798952,8.224470419,8.36266963,8.110207116,8.414616734,8.349937353,8.110257221,8.179350197,8.376174157,8.317308021,8.044290472,8.355284305,8.111072854,8.089695723,8.060920818,8.346162446,8.089170285,7.906051103,8.075874526,7.881072589,8.063811093,8.441040432,8.245448647,8.03848201,7.955273783,8.542732261,8.443413309,8.559239901,8.04275889,8.159507291,8.292603963,7.95461428,8.045802984,8.248774619,8.390963325,8.15417858,8.617716515,7.979100669,8.215757667,8.123159568,0.025987888,0.319445555,4.74e-05,0.00814612,0.066503369,1,"marcksl1b"
"ENSAPEG00000003209","GO:0005634;GO:0003677;GO:0003170;GO:0003309;GO:0003342;GO:0030318;GO:0030916;GO:0031016;GO:0031018;GO:0031099;GO:0035118;GO:0043049;GO:0048839;GO:0050935;GO:0051216;GO:0060021;GO:0060041;GO:0061008;GO:0061032",5.316977589,5.653009452,6.086752632,5.738780038,5.822318598,5.347716352,5.60788336,5.648193761,5.766144821,5.862751631,5.511467394,5.586958577,5.815132788,5.795613835,5.696650994,5.585238925,5.529857294,5.91370962,5.67756776,5.778423945,5.308348554,5.411188916,5.624850941,5.560345212,5.705381606,5.688029045,5.724761776,5.499353684,5.627808001,5.603657972,5.551477607,5.335419568,5.61636068,5.533579292,5.633184134,5.284822893,5.601002587,5.630199318,5.883780119,5.856853955,5.771194161,5.464274422,5.490618283,5.562354108,5.498879869,0.595041133,0.932554004,0.354419533,0.731078139,0.131683038,1,"sox9b"
"ENSAPEG00000003314","GO:0003700;GO:0006355;GO:0046872;GO:0005634;GO:0003677;GO:0008270;GO:0043565;GO:0004879;GO:0030522;GO:0006351;GO:0001889;GO:0031017;GO:0048565;GO:0051216;GO:0061017",1.481389709,1.46385991,1.851761185,1.791163144,1.977056296,1.741985394,1.461923752,1.9949736,1.816834838,1.647232411,1.385333347,1.49482711,2.220864413,1.734545165,1.849909907,1.735049523,1.717081036,1.945678935,1.605354289,1.523388541,1.361241798,1.396671605,1.886451126,1.679325128,1.507275632,1.471945853,1.867894264,1.691958297,1.494306549,1.808122715,1.457572838,1.564146501,1.793598387,1.500898686,1.667845799,1.871833627,1.819533997,1.743824437,1.773659419,1.391941319,1.548990982,1.790373029,1.595592603,1.748593405,1.578925593,0.960117939,0.994963433,0.288654137,0.675939894,0.292190268,1,"nr5a2"
"ENSAPEG00000003396","GO:0001654;GO:0048741",2.781354108,2.8815356,2.590402453,2.939611166,2.646934328,2.853676278,3.002466291,2.782521941,2.551004242,2.880185896,3.133697879,2.468409864,2.744889937,2.482888871,2.960832753,2.690576175,2.665050425,2.980140735,2.960212472,2.794372471,3.090829943,2.403378914,2.629480314,2.881062215,2.838919718,3.028619439,2.779094552,2.711161481,3.149260833,2.568472784,2.729168772,3.116481008,2.454873139,2.808706231,2.74658659,2.642525492,3.033864478,2.744970052,2.961118493,3.308040786,2.393289991,3.00521748,3.070947512,2.805375803,2.52407931,0.886536477,0.985080518,0.620209538,0.876904029,0.507546135,1,"SIL1"
"ENSAPEG00000003401","GO:0016020;GO:0046872;GO:0016740;GO:0000139;GO:0005794;GO:0006486;GO:0015020;GO:0055001",2.544738982,3.03707174,2.81806352,3.161826145,3.010902405,2.789004012,2.680434819,2.813352525,2.948538251,3.322367766,3.044233891,2.659369094,2.919453611,2.876194101,3.228813191,2.502820877,3.137998345,3.193503824,3.36031842,3.00241055,2.702271975,2.958042588,2.989341681,3.125625326,2.854915379,2.77929191,2.873133986,3.09051976,2.826977265,2.914732902,2.748927514,3.205894323,3.242997463,2.89748677,3.104335735,3.008629896,2.57975146,2.834196885,3.049582223,2.911695878,2.730657489,3.534643217,2.890409893,2.827807174,2.78373898,0.84597439,0.979970422,0.937045987,0.985356395,0.776902767,1,"b4gat1"
"ENSAPEG00000003471","GO:0006355;GO:0005634;GO:0003677;GO:0006357;GO:0000981;GO:0001503;GO:0008283;GO:0030282;GO:0033339",2.950087376,2.417490313,2.748623983,2.461651485,2.477817877,2.368966951,3.062631102,2.622468198,2.385861075,2.360574511,2.649081912,2.474731827,2.652918239,2.811323768,2.919274384,2.60210476,2.657403392,2.442446246,2.71946396,2.752206416,2.255808563,2.605673855,2.300558937,2.401745684,2.497973184,2.514085576,2.947359656,2.539367799,2.383913862,2.481981723,2.632938516,2.493688957,2.492729523,2.863205034,2.702000361,2.558480071,2.549047908,2.385681298,2.420589907,2.211914297,2.39005458,2.699321105,2.462068755,2.566617273,2.257517038,0.76187805,0.965589267,0.313226193,0.69673332,0.172627739,1,"shox"
"ENSAPEG00000003473","GO:0046332;GO:0001947;GO:0009953;GO:0051216;GO:0005634;GO:0110165",6.170245808,6.452490751,6.531859205,6.754883559,6.428332437,6.287280784,6.623256944,6.881423277,6.844734065,6.540332682,6.563726661,6.19725017,6.318219627,6.311819151,6.319900282,6.557636065,6.429349094,6.869919658,6.647623839,6.713598858,6.398155833,6.655395665,6.757390128,6.851777754,6.776898044,6.6401685,6.648830255,6.559612207,6.581363833,6.5538916,6.446494159,6.371762588,6.643750987,6.359118109,6.742340961,6.748186139,6.290775518,6.576829623,6.871631799,6.534287797,6.384695206,6.500766904,6.597980867,6.753175163,6.365137863,0.087128018,0.532618264,0.022347138,0.20623661,0.570900336,1,"skib"
"ENSAPEG00000003570","GO:0005576;GO:0016055;GO:0005102;GO:0007275;GO:0001501;GO:0001503;GO:0001525;GO:0001667;GO:0001946;GO:0001958;GO:0002062;GO:0002574;GO:0007223;GO:0008591;GO:0009826;GO:0010172;GO:0021555;GO:0031018;GO:0031101;GO:0036342;GO:0042074;GO:0042692;GO:0048701;GO:0048703;GO:0048840;GO:0048884;GO:0051209;GO:0060026;GO:0060027;GO:0060028;GO:0060030;GO:0060536;GO:0061053;GO:1904105;GO:2000052;GO:0048513;GO:0090156;GO:1904222",-0.986245309,-0.991332443,-0.998096507,-0.984375796,-0.993374308,-1.0086486,-0.761956645,-0.71212812,-0.796904965,-1.003668906,-0.810026997,-0.982309985,-0.980552731,-0.993819256,-0.869681492,-0.976080353,-0.97993611,-0.987403997,-0.981911568,-0.99785004,-0.98870685,-0.854454775,-0.994824205,-0.892180793,-0.736431074,-0.988991811,-0.986544029,-0.985290415,-0.861363131,-0.981163607,-0.992694471,-0.991976333,-0.715581646,-1.001098056,-1.001323996,-0.847884216,-0.993683332,-1.001442139,-0.785673936,-0.80591085,-0.994171551,-0.984525226,-0.984309941,-0.763085267,-0.867939468,0.610963417,NA,0.767879357,NA,0.820634609,1,"wnt5b"
"ENSAPEG00000003801","GO:0016020;GO:0051216;GO:0001503",-2.148127744,-2.150311991,-2.154993571,-2.147325037,-2.151585555,-2.162537097,-2.09855573,-2.158457888,-2.157376487,-2.158977541,-2.159945459,-2.146438046,-2.14568354,-2.151908739,-2.149578124,-2.091766929,-2.145418783,-2.148625247,-2.146266979,-2.154816695,-2.149184649,-2.143537568,-2.100640559,-2.15637322,-2.144858413,-2.149307001,-2.148256005,-2.147717744,-2.094507468,-2.14594583,-2.151090745,-2.150588456,-2.158969514,-2.157142045,-2.15730346,-2.140716387,-2.151810066,-2.157387851,-2.15518505,-2.159138104,-2.15216427,-2.147389197,-2.147296761,-2.098776952,-2.149045735,0.782979901,NA,0.778179529,NA,0.998027176,1,"TAPT1"
"ENSAPEG00000003855","GO:0046872;GO:0001654;GO:0007507;GO:0007517;GO:0043009;GO:0055001",8.72052254,8.665788706,8.642009421,8.789765787,8.759362826,8.644848779,8.656295419,8.817737481,8.663617724,8.71725869,8.749774216,8.553639229,8.855300598,8.641047277,8.753527014,8.752090952,8.719913625,8.773960051,8.767101427,8.799309926,8.710481942,8.646843337,8.532367638,8.61606181,8.858954971,8.643757566,8.830920672,8.706640554,8.79597579,8.628068721,8.653087563,8.718256504,8.669953512,8.774292786,8.724968175,8.754896656,8.619590173,8.657158671,8.730558559,8.793807218,8.650832681,8.910911495,8.624615772,8.740125795,8.662335293,0.755555437,0.965069612,0.675141134,0.899216434,0.915420072,1,"mbnl2"
"ENSAPEG00000003930","GO:0033292;GO:0055001;GO:0060047;GO:0030018;GO:0036269;GO:0045333;GO:0048741;GO:2000377",7.145467293,7.699421893,8.502932658,7.631837444,8.325037662,7.184935289,7.937462509,7.976117618,8.338552008,7.719558446,8.27893451,8.141589091,8.208140506,7.933396039,7.988283409,7.984433784,7.805695861,7.916327658,7.907119074,8.180237553,7.438600095,8.10250679,7.589846895,8.49717463,7.977301817,8.722749288,7.767877298,8.082511075,7.887730415,7.6463048,7.720430797,7.965037062,8.409138375,7.721701529,7.703561883,7.144979732,8.318819632,8.097266415,8.16256253,8.071531791,8.080079539,7.801301711,8.103331689,7.990024429,7.510156323,0.724265633,0.957915914,0.763095475,0.93341665,0.954804768,1,"tcap"
